kernel     deg  coef0     log2(g)        log2(C)        measure_1=val ... measure_n=val
RBF        3    0         -6.64386       2              ACCURACY=0.751318             PRECISION=0.772727            F1=0.490090                   CLASSERROR=0.248682           
RBF        3    0         -6.64386       2.2            ACCURACY=0.754833             PRECISION=0.777778            F1=0.500894                   CLASSERROR=0.245167           
RBF        3    0         -6.64386       2.4            ACCURACY=0.760984             PRECISION=0.789189            F1=0.517730                   CLASSERROR=0.239016           
RBF        3    0         -6.64386       2.6            ACCURACY=0.761863             PRECISION=0.784211            F1=0.523726                   CLASSERROR=0.238137           
RBF        3    0         -6.64386       2.8            ACCURACY=0.768014             PRECISION=0.788945            F1=0.543253                   CLASSERROR=0.231986           
RBF        3    0         -6.64386       3              ACCURACY=0.770650             PRECISION=0.786408            F1=0.553846                   CLASSERROR=0.229350           
RBF        3    0         -6.64386       3.2            ACCURACY=0.776801             PRECISION=0.796209            F1=0.569492                   CLASSERROR=0.223199           
RBF        3    0         -6.64386       3.4            ACCURACY=0.779438             PRECISION=0.793578            F1=0.579565                   CLASSERROR=0.220562           
RBF        3    0         -6.64386       3.6            ACCURACY=0.786467             PRECISION=0.798246            F1=0.599671                   CLASSERROR=0.213533           
RBF        3    0         -6.64386       3.8            ACCURACY=0.791740             PRECISION=0.803419            F1=0.613377                   CLASSERROR=0.208260           
RBF        3    0         -6.44386       2              ACCURACY=0.754833             PRECISION=0.777778            F1=0.500894                   CLASSERROR=0.245167           
RBF        3    0         -6.44386       2.2            ACCURACY=0.760105             PRECISION=0.781915            F1=0.518519                   CLASSERROR=0.239895           
RBF        3    0         -6.44386       2.4            ACCURACY=0.760984             PRECISION=0.780105            F1=0.522807                   CLASSERROR=0.239016           
RBF        3    0         -6.44386       2.6            ACCURACY=0.766257             PRECISION=0.781095            F1=0.541379                   CLASSERROR=0.233743           
RBF        3    0         -6.44386       2.8            ACCURACY=0.770650             PRECISION=0.786408            F1=0.553846                   CLASSERROR=0.229350           
RBF        3    0         -6.44386       3              ACCURACY=0.777680             PRECISION=0.794393            F1=0.573356                   CLASSERROR=0.222320           
RBF        3    0         -6.44386       3.2            ACCURACY=0.780316             PRECISION=0.794521            F1=0.581940                   CLASSERROR=0.219684           
RBF        3    0         -6.44386       3.4            ACCURACY=0.788225             PRECISION=0.802632            F1=0.602965                   CLASSERROR=0.211775           
RBF        3    0         -6.44386       3.6            ACCURACY=0.796134             PRECISION=0.810127            F1=0.623377                   CLASSERROR=0.203866           
