kernel     deg  coef0     log2(g)        log2(C)        measure_1=val ... measure_n=val
RBF        3    0         -6.64386       2              ACCURACY=0.786467             PRECISION=0.811927            F1=0.592965                   CLASSERROR=0.213533           
RBF        3    0         -6.64386       2.2            ACCURACY=0.792619             PRECISION=0.817778            F1=0.609272                   CLASSERROR=0.207381           
RBF        3    0         -6.64386       2.4            ACCURACY=0.802285             PRECISION=0.829060            F1=0.632953                   CLASSERROR=0.197715           
RBF        3    0         -6.64386       2.6            ACCURACY=0.802285             PRECISION=0.826271            F1=0.634146                   CLASSERROR=0.197715           
RBF        3    0         -6.64386       2.8            ACCURACY=0.804921             PRECISION=0.828452            F1=0.640777                   CLASSERROR=0.195079           
RBF        3    0         -6.64386       3              ACCURACY=0.808436             PRECISION=0.828571            F1=0.650641                   CLASSERROR=0.191564           
RBF        3    0         -6.64386       3.2            ACCURACY=0.809315             PRECISION=0.826613            F1=0.653907                   CLASSERROR=0.190685           
RBF        3    0         -6.64386       3.4            ACCURACY=0.815466             PRECISION=0.831373            F1=0.668770                   CLASSERROR=0.184534           
RBF        3    0         -6.64386       3.6            ACCURACY=0.816344             PRECISION=0.829457            F1=0.671900                   CLASSERROR=0.183656           
RBF        3    0         -6.64386       3.8            ACCURACY=0.822496             PRECISION=0.831461            F1=0.687307                   CLASSERROR=0.177504           
RBF        3    0         -6.44386       2              ACCURACY=0.792619             PRECISION=0.817778            F1=0.609272                   CLASSERROR=0.207381           
RBF        3    0         -6.44386       2.2            ACCURACY=0.802285             PRECISION=0.829060            F1=0.632953                   CLASSERROR=0.197715           
RBF        3    0         -6.44386       2.4            ACCURACY=0.802285             PRECISION=0.826271            F1=0.634146                   CLASSERROR=0.197715           
RBF        3    0         -6.44386       2.6            ACCURACY=0.804042             PRECISION=0.825000            F1=0.639742                   CLASSERROR=0.195958           
RBF        3    0         -6.44386       2.8            ACCURACY=0.807557             PRECISION=0.825203            F1=0.649600                   CLASSERROR=0.192443           
RBF        3    0         -6.44386       3              ACCURACY=0.809315             PRECISION=0.826613            F1=0.653907                   CLASSERROR=0.190685           
RBF        3    0         -6.44386       3.2            ACCURACY=0.816344             PRECISION=0.832031            F1=0.670866                   CLASSERROR=0.183656           
RBF        3    0         -6.44386       3.4            ACCURACY=0.818102             PRECISION=0.828244            F1=0.677067                   CLASSERROR=0.181898           
RBF        3    0         -6.44386       3.6            ACCURACY=0.823374             PRECISION=0.832090            F1=0.689335                   CLASSERROR=0.176626           
RBF        3    0         -6.44386       3.8            ACCURACY=0.823374             PRECISION=0.832090            F1=0.689335                   CLASSERROR=0.176626           
RBF        3    0         -6.24386       2              ACCURACY=0.802285             PRECISION=0.829060            F1=0.632953                   CLASSERROR=0.197715           
RBF        3    0         -6.24386       2.2            ACCURACY=0.802285             PRECISION=0.826271            F1=0.634146                   CLASSERROR=0.197715           
RBF        3    0         -6.24386       2.4            ACCURACY=0.804042             PRECISION=0.825000            F1=0.639742                   CLASSERROR=0.195958           
RBF        3    0         -6.24386       2.6            ACCURACY=0.807557             PRECISION=0.825203            F1=0.649600                   CLASSERROR=0.192443           
RBF        3    0         -6.24386       2.8            ACCURACY=0.811072             PRECISION=0.828000            F1=0.658188                   CLASSERROR=0.188928           
RBF        3    0         -6.24386       3              ACCURACY=0.816344             PRECISION=0.832031            F1=0.670866                   CLASSERROR=0.183656           
RBF        3    0         -6.24386       3.2            ACCURACY=0.819859             PRECISION=0.829545            F1=0.681182                   CLASSERROR=0.180141           
RBF        3    0         -6.24386       3.4            ACCURACY=0.825132             PRECISION=0.833333            F1=0.693374                   CLASSERROR=0.174868           
RBF        3    0         -6.24386       3.6            ACCURACY=0.824253             PRECISION=0.832714            F1=0.691358                   CLASSERROR=0.175747           
RBF        3    0         -6.24386       3.8            ACCURACY=0.826011             PRECISION=0.831502            F1=0.696319                   CLASSERROR=0.173989           
