kernel     deg  coef0     log2(g)        log2(C)        measure_1=val ... measure_n=val
RBF        3    0         -6             8              ACCURACY=0.564644             PRECISION=0.370536            F1=0.401451                   CLASSERROR=0.435356           
RBF        3    0         -6             8.2            ACCURACY=0.562005             PRECISION=0.366292            F1=0.395631                   CLASSERROR=0.437995           
RBF        3    0         -6             8.4            ACCURACY=0.569041             PRECISION=0.372998            F1=0.399510                   CLASSERROR=0.430959           
RBF        3    0         -6             8.6            ACCURACY=0.576077             PRECISION=0.379953            F1=0.403465                   CLASSERROR=0.423923           
RBF        3    0         -6             8.8            ACCURACY=0.583993             PRECISION=0.387560            F1=0.406524                   CLASSERROR=0.416007           
RBF        3    0         -6             9              ACCURACY=0.592788             PRECISION=0.398058            F1=0.414665                   CLASSERROR=0.407212           
RBF        3    0         -6             9.2            ACCURACY=0.593668             PRECISION=0.398533            F1=0.413706                   CLASSERROR=0.406332           
RBF        3    0         -6             9.4            ACCURACY=0.603342             PRECISION=0.409548            F1=0.419562                   CLASSERROR=0.396658           
RBF        3    0         -6             9.6            ACCURACY=0.607740             PRECISION=0.413437            F1=0.417755                   CLASSERROR=0.392260           
RBF        3    0         -6             9.8            ACCURACY=0.604222             PRECISION=0.407792            F1=0.410995                   CLASSERROR=0.395778           
RBF        3    0         -6             10             ACCURACY=0.605981             PRECISION=0.409449            F1=0.410526                   CLASSERROR=0.394019           
RBF        3    0         -5.8           8              ACCURACY=0.566403             PRECISION=0.370455            F1=0.398046                   CLASSERROR=0.433597           
RBF        3    0         -5.8           8.2            ACCURACY=0.572559             PRECISION=0.375870            F1=0.400000                   CLASSERROR=0.427441           
RBF        3    0         -5.8           8.4            ACCURACY=0.579595             PRECISION=0.382979            F1=0.403990                   CLASSERROR=0.420405           
RBF        3    0         -5.8           8.6            ACCURACY=0.591029             PRECISION=0.396135            F1=0.413619                   CLASSERROR=0.408971           
RBF        3    0         -5.8           8.8            ACCURACY=0.591909             PRECISION=0.396088            F1=0.411168                   CLASSERROR=0.408091           
RBF        3    0         -5.8           9              ACCURACY=0.602463             PRECISION=0.408060            F1=0.417526                   CLASSERROR=0.397537           
RBF        3    0         -5.8           9.2            ACCURACY=0.606860             PRECISION=0.412371            F1=0.417210                   CLASSERROR=0.393140           
RBF        3    0         -5.8           9.4            ACCURACY=0.603342             PRECISION=0.406250            F1=0.408912                   CLASSERROR=0.396658           
RBF        3    0         -5.8           9.6            ACCURACY=0.605101             PRECISION=0.408854            F1=0.411533                   CLASSERROR=0.394899           
RBF        3    0         -5.8           9.8            ACCURACY=0.613896             PRECISION=0.419355            F1=0.415446                   CLASSERROR=0.386104           
RBF        3    0         -5.8           10             ACCURACY=0.621812             PRECISION=0.429752            F1=0.420485                   CLASSERROR=0.378188           
RBF        3    0         -5.6           8              ACCURACY=0.579595             PRECISION=0.383529            F1=0.405473                   CLASSERROR=0.420405           
RBF        3    0         -5.6           8.2            ACCURACY=0.590150             PRECISION=0.395683            F1=0.414573                   CLASSERROR=0.409850           
RBF        3    0         -5.6           8.4            ACCURACY=0.593668             PRECISION=0.398533            F1=0.413706                   CLASSERROR=0.406332           
RBF        3    0         -5.6           8.6            ACCURACY=0.599824             PRECISION=0.404523            F1=0.414414                   CLASSERROR=0.400176           
RBF        3    0         -5.6           8.8            ACCURACY=0.605101             PRECISION=0.410256            F1=0.416125                   CLASSERROR=0.394899           
RBF        3    0         -5.6           9              ACCURACY=0.605101             PRECISION=0.408854            F1=0.411533                   CLASSERROR=0.394899           
RBF        3    0         -5.6           9.2            ACCURACY=0.604222             PRECISION=0.408269            F1=0.412533                   CLASSERROR=0.395778           
RBF        3    0         -5.6           9.4            ACCURACY=0.616535             PRECISION=0.423181            F1=0.418667                   CLASSERROR=0.383465           
RBF        3    0         -5.6           9.6            ACCURACY=0.620932             PRECISION=0.428571            F1=0.419919                   CLASSERROR=0.379068           
RBF        3    0         -5.6           9.8            ACCURACY=0.633245             PRECISION=0.445087            F1=0.424828                   CLASSERROR=0.366755           
RBF        3    0         -5.6           10             ACCURACY=0.652595             PRECISION=0.475309            F1=0.438122                   CLASSERROR=0.347405           
RBF        3    0         -5.4           8              ACCURACY=0.593668             PRECISION=0.398034            F1=0.412214                   CLASSERROR=0.406332           
RBF        3    0         -5.4           8.2            ACCURACY=0.596306             PRECISION=0.400498            F1=0.412292                   CLASSERROR=0.403694           
RBF        3    0         -5.4           8.4            ACCURACY=0.603342             PRECISION=0.407692            F1=0.413524                   CLASSERROR=0.396658           
RBF        3    0         -5.4           8.6            ACCURACY=0.605981             PRECISION=0.410390            F1=0.413613                   CLASSERROR=0.394019           
RBF        3    0         -5.4           8.8            ACCURACY=0.605981             PRECISION=0.411311            F1=0.416667                   CLASSERROR=0.394019           
RBF        3    0         -5.4           9              ACCURACY=0.614776             PRECISION=0.420912            F1=0.417553                   CLASSERROR=0.385224           
RBF        3    0         -5.4           9.2            ACCURACY=0.620053             PRECISION=0.426997            F1=0.417790                   CLASSERROR=0.379947           
RBF        3    0         -5.4           9.4            ACCURACY=0.627089             PRECISION=0.436261            F1=0.420765                   CLASSERROR=0.372911           
RBF        3    0         -5.4           9.6            ACCURACY=0.653474             PRECISION=0.476923            F1=0.440341                   CLASSERROR=0.346526           
RBF        3    0         -5.4           9.8            ACCURACY=0.662269             PRECISION=0.492114            F1=0.448276                   CLASSERROR=0.337731           
RBF        3    0         -5.4           10             ACCURACY=0.664908             PRECISION=0.496774            F1=0.447025                   CLASSERROR=0.335092           
RBF        3    0         -5.2           8              ACCURACY=0.603342             PRECISION=0.408163            F1=0.415045                   CLASSERROR=0.396658           
RBF        3    0         -5.2           8.2            ACCURACY=0.605101             PRECISION=0.409794            F1=0.414602                   CLASSERROR=0.394899           
RBF        3    0         -5.2           8.4            ACCURACY=0.605101             PRECISION=0.410256            F1=0.416125                   CLASSERROR=0.394899           
RBF        3    0         -5.2           8.6            ACCURACY=0.613017             PRECISION=0.418667            F1=0.416446                   CLASSERROR=0.386983           
RBF        3    0         -5.2           8.8            ACCURACY=0.620053             PRECISION=0.427397            F1=0.419355                   CLASSERROR=0.379947           
RBF        3    0         -5.2           9              ACCURACY=0.623571             PRECISION=0.431373            F1=0.418478                   CLASSERROR=0.376429           
RBF        3    0         -5.2           9.2            ACCURACY=0.649077             PRECISION=0.469697            F1=0.437236                   CLASSERROR=0.350923           
RBF        3    0         -5.2           9.4            ACCURACY=0.659631             PRECISION=0.487342            F1=0.443165                   CLASSERROR=0.340369           
RBF        3    0         -5.2           9.6            ACCURACY=0.665787             PRECISION=0.498382            F1=0.447674                   CLASSERROR=0.334213           
RBF        3    0         -5.2           9.8            ACCURACY=0.660510             PRECISION=0.488673            F1=0.438953                   CLASSERROR=0.339490           
RBF        3    0         -5.2           10             ACCURACY=0.657872             PRECISION=0.483766            F1=0.433770                   CLASSERROR=0.342128           
RBF        3    0         -5             8              ACCURACY=0.605101             PRECISION=0.410256            F1=0.416125                   CLASSERROR=0.394899           
RBF        3    0         -5             8.2            ACCURACY=0.611258             PRECISION=0.416446            F1=0.415344                   CLASSERROR=0.388742           
RBF        3    0         -5             8.4            ACCURACY=0.615655             PRECISION=0.421196            F1=0.414993                   CLASSERROR=0.384345           
RBF        3    0         -5             8.6            ACCURACY=0.623571             PRECISION=0.431373            F1=0.418478                   CLASSERROR=0.376429           
RBF        3    0         -5             8.8            ACCURACY=0.646438             PRECISION=0.465672            F1=0.436975                   CLASSERROR=0.353562           
RBF        3    0         -5             9              ACCURACY=0.659631             PRECISION=0.487342            F1=0.443165                   CLASSERROR=0.340369           
RBF        3    0         -5             9.2            ACCURACY=0.664908             PRECISION=0.496753            F1=0.445415                   CLASSERROR=0.335092           
RBF        3    0         -5             9.4            ACCURACY=0.662269             PRECISION=0.491909            F1=0.441860                   CLASSERROR=0.337731           
RBF        3    0         -5             9.6            ACCURACY=0.658751             PRECISION=0.485437            F1=0.436047                   CLASSERROR=0.341249           
RBF        3    0         -5             9.8            ACCURACY=0.660510             PRECISION=0.488525            F1=0.435673                   CLASSERROR=0.339490           
RBF        3    0         -5             10             ACCURACY=0.659631             PRECISION=0.486842            F1=0.433382                   CLASSERROR=0.340369           
RBF        3    0         -4.8           8              ACCURACY=0.613017             PRECISION=0.417344            F1=0.411765                   CLASSERROR=0.386983           
RBF        3    0         -4.8           8.2            ACCURACY=0.625330             PRECISION=0.434540            F1=0.422764                   CLASSERROR=0.374670           
RBF        3    0         -4.8           8.4            ACCURACY=0.644679             PRECISION=0.462908            F1=0.435754                   CLASSERROR=0.355321           
RBF        3    0         -4.8           8.6            ACCURACY=0.663149             PRECISION=0.493631            F1=0.447330                   CLASSERROR=0.336851           
RBF        3    0         -4.8           8.8            ACCURACY=0.665787             PRECISION=0.498382            F1=0.447674                   CLASSERROR=0.334213           
RBF        3    0         -4.8           9              ACCURACY=0.664028             PRECISION=0.495114            F1=0.443149                   CLASSERROR=0.335972           
RBF        3    0         -4.8           9.2            ACCURACY=0.657872             PRECISION=0.483766            F1=0.433770                   CLASSERROR=0.342128           
RBF        3    0         -4.8           9.4            ACCURACY=0.660510             PRECISION=0.488525            F1=0.435673                   CLASSERROR=0.339490           
RBF        3    0         -4.8           9.6            ACCURACY=0.657872             PRECISION=0.483553            F1=0.430454                   CLASSERROR=0.342128           
RBF        3    0         -4.8           9.8            ACCURACY=0.663149             PRECISION=0.493377            F1=0.437592                   CLASSERROR=0.336851           
RBF        3    0         -4.8           10             ACCURACY=0.664908             PRECISION=0.496622            F1=0.435556                   CLASSERROR=0.335092           
RBF        3    0         -4.6           8              ACCURACY=0.644679             PRECISION=0.462908            F1=0.435754                   CLASSERROR=0.355321           
RBF        3    0         -4.6           8.2            ACCURACY=0.661390             PRECISION=0.490446            F1=0.444444                   CLASSERROR=0.338610           
